Player,Pos,Age,Team,G,MP,PER,OWS,DWS,WS,BPM,VORP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,Year,Allstar,Years_In_NBA,PR
Jack Haley,PF,25,CHI,51,289,9.9,0.0,0.3,0.4,-6.0,-0.3,0.7,1.5,0.0,0.0,0.7,1.5,0.7,0.9,0.4,1.0,1.4,0.2,0.2,0.0,1989,0,1,-17.681384
Jeff Grayer,SG,23,MIL,11,200,12.6,0.0,0.2,0.2,-1.6,0.0,2.9,6.6,0.0,0.2,2.9,6.5,1.5,1.8,1.3,1.9,3.2,2.0,0.9,0.1,1989,0,1,-8.8764232
Jeff Lamp,SF,29,LAL,37,176,6.8,-0.3,0.2,-0.1,-6.5,-0.2,0.7,1.9,0.1,0.1,0.7,1.8,0.1,0.1,0.2,0.8,0.9,0.4,0.2,0.1,1989,0,2,-19.73556
Jerome Lane,PF,22,DEN,54,550,12.3,-0.6,0.7,0.1,-3.5,-0.2,2.0,4.7,0.0,0.1,2.0,4.6,0.8,2.1,1.6,2.1,3.7,1.1,0.4,0.1,1989,0,1,-9.6928077
Jim Farmer,SG,24,UTA,37,412,8.4,-0.1,0.5,0.4,-3.9,-0.2,1.5,3.8,0.2,0.5,1.3,3.3,0.8,1.1,0.6,0.9,1.5,0.8,0.2,0.0,1989,0,2,-14.631867999999999
Jim Les,PG,25,UTA,82,781,7.9,-0.8,1.1,0.3,-5.8,-0.8,0.5,1.6,0.0,0.2,0.5,1.5,0.7,0.9,0.3,0.8,1.1,2.6,0.3,0.1,1989,0,1,-15.055851
Jim Rowinski,PF-C,28,TOT,9,15,17.9,0.0,0.0,0.1,-12.0,0.0,0.1,0.4,0.0,0.0,0.1,0.4,0.6,0.7,0.1,0.4,0.6,0.0,0.0,0.0,1989,0,1,-22.10601
Joe Wolf,C,24,LAC,66,1450,7.0,-1.1,0.7,-0.5,-4.9,-1.1,2.6,6.1,0.0,0.2,2.5,5.9,0.7,1.0,1.3,2.8,4.1,1.7,0.5,0.2,1989,0,2,-9.0160127
John Shasky,C,24,MIA,65,944,12.7,1.2,0.7,1.9,-4.5,-0.6,1.9,3.8,0.0,0.0,1.9,3.8,1.8,2.6,1.5,2.1,3.6,0.3,0.2,0.2,1989,0,1,-8.214563900000002
John Starks,SG,23,GSW,36,316,10.3,-0.4,0.3,0.0,-4.5,-0.2,1.4,3.5,0.3,0.7,1.1,2.8,0.9,1.4,0.4,0.7,1.1,0.8,0.6,0.1,1989,0,1,-14.129729999999999
John Stroeder,PF,30,TOT,5,22,13.2,0.0,0.0,0.0,-2.0,0.0,0.4,1.0,0.0,0.0,0.4,1.0,0.0,0.0,1.0,1.8,2.8,0.6,0.0,0.4,1989,0,2,-18.013972
Jose Ortiz,PF,25,UTA,51,327,8.1,-0.5,0.5,-0.1,-6.5,-0.4,1.1,2.5,0.0,0.0,1.1,2.4,0.6,1.0,0.6,0.5,1.1,0.2,0.2,0.1,1989,0,1,-17.59406
Keith Smart,PG,24,SAS,2,12,0.0,0.0,0.0,0.0,-14.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1989,0,1,-24.302154
Kelvin Upshaw,SG,26,TOT,32,617,10.3,-0.1,0.4,0.3,-4.4,-0.4,3.1,6.6,0.1,0.5,3.0,6.2,0.6,0.8,0.3,1.2,1.5,3.7,0.8,0.1,1989,0,1,-10.436441
Ken Bannister,PF,28,LAC,9,130,17.9,0.3,0.2,0.4,-3.7,-0.1,2.4,4.0,0.0,0.1,2.4,3.9,3.3,5.9,0.7,3.0,3.7,0.3,0.8,0.2,1989,0,1,-7.313701700000001
Ken Norman,SF,24,LAC,80,3020,15.4,1.9,2.1,4.0,0.7,2.0,8.0,15.9,0.1,0.3,7.9,15.6,2.1,3.4,3.1,5.3,8.3,3.5,1.3,0.8,1989,0,2,19.7997778
Kenny Smith,PG,23,SAC,81,3145,14.3,2.8,1.3,4.1,-1.7,0.2,6.8,14.6,0.6,1.6,6.2,13.0,3.2,4.4,0.6,2.2,2.8,7.7,1.3,0.1,1989,0,2,14.6655695
Kevin Edwards,SG,23,MIA,79,2349,12.6,-2.3,2.2,-0.2,-2.1,-0.1,5.9,14.0,0.1,0.5,5.8,13.5,1.8,2.4,1.1,2.2,3.3,4.4,1.8,0.3,1989,0,1,5.74351264
Kevin Gamble,SF,23,BOS,44,375,15.8,0.7,0.2,1.0,-1.6,0.0,1.7,3.1,0.0,0.3,1.7,2.8,0.8,1.3,0.3,0.7,1.0,0.8,0.3,0.1,1989,0,2,-13.395468
Kevin Johnson,PG,22,PHO,81,3179,20.5,8.6,3.5,12.2,3.5,4.5,7.0,13.9,0.0,0.3,7.0,13.7,6.3,7.1,0.6,3.6,4.2,12.2,1.7,0.3,1989,0,2,30.5334651
Ledell Eackles,SG,22,WSB,80,1459,15.2,1.4,0.8,2.1,-3.0,-0.4,4.0,9.2,0.1,0.5,3.9,8.7,3.4,4.3,1.3,1.0,2.3,1.5,0.5,0.1,1989,0,1,0.00703428
Lester Conner,PG,29,NJN,82,2532,17.2,3.6,2.6,6.2,2.4,2.8,3.8,8.2,0.2,0.5,3.6,7.8,2.6,3.3,1.2,3.1,4.3,7.4,2.2,0.1,1989,0,2,13.8836359
Mark Acres,C,26,BOS,62,632,8.2,0.4,0.5,0.9,-2.5,-0.1,0.9,1.8,0.0,0.0,0.9,1.8,0.4,0.8,1.0,1.4,2.4,0.3,0.3,0.1,1989,0,2,-14.286515
Mark Bryant,PF,23,POR,56,803,9.1,0.4,0.7,1.1,-4.1,-0.4,2.1,4.4,0.0,0.0,2.1,4.4,0.7,1.2,1.2,2.0,3.2,0.6,0.4,0.1,1989,0,1,-10.928854
Mark Davis,SF,25,TOT,33,258,15.0,0.4,0.3,0.7,-1.0,0.1,1.5,3.1,0.0,0.3,1.5,2.8,0.8,1.0,0.5,0.6,1.1,0.4,0.4,0.2,1989,0,1,-14.02131
Mark Jackson,PG,23,NYK,72,2477,18.3,4.8,2.5,7.2,3.3,3.3,6.7,14.2,1.1,3.3,5.5,10.9,2.5,3.6,1.5,3.3,4.7,8.6,1.9,0.1,1989,1,2,25.082593300000003
Michael Anderson,PG,22,SAS,36,730,10.5,-0.5,0.6,0.2,-3.4,-0.3,2.0,4.9,0.0,0.2,2.0,4.7,1.6,2.3,1.2,1.3,2.5,4.3,1.2,0.1,1989,0,1,-8.2994442
Michael Jackson,PG,24,SAC,14,70,6.7,0.0,0.0,0.0,-7.3,-0.1,0.6,1.7,0.1,0.4,0.5,1.3,0.1,0.1,0.1,0.2,0.3,0.8,0.2,0.0,1989,0,2,-21.454069
Micheal Williams,PG,22,DET,49,358,7.7,-0.6,0.4,-0.2,-6.4,-0.4,1.0,2.6,0.0,0.2,0.9,2.4,0.6,1.0,0.2,0.4,0.6,1.4,0.3,0.1,1989,0,1,-17.664432
Mike Champion,SF,24,SEA,2,4,-43.7,-0.1,0.0,-0.1,-40.8,0.0,0.0,1.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,0,1,-37.930167
Mike Dunleavy,PG,34,MIL,2,5,17.7,0.0,0.0,0.0,0.1,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,0,1,-18.772138
Mitch Richmond,SG,23,GSW,79,2717,17.2,3.6,1.9,5.6,-0.2,1.3,8.2,17.5,0.4,1.1,7.8,16.4,5.2,6.4,2.0,3.9,5.9,4.2,1.0,0.2,1989,0,1,22.0477542
Morlon Wiley,PG,22,DAL,51,408,10.3,-0.2,0.5,0.2,-2.8,-0.1,0.9,2.2,0.1,0.5,0.8,1.8,0.3,0.3,0.3,0.7,0.9,1.5,0.5,0.1,1989,0,1,-15.361173
Muggsy Bogues,PG,24,CHH,79,1755,15.3,1.6,1.0,2.6,-3.1,-0.5,2.3,5.3,0.0,0.2,2.2,5.1,0.8,1.1,0.7,1.4,2.1,7.8,1.4,0.1,1989,0,2,-2.4059082999999997
Norm Nixon,PG,33,LAC,53,1318,9.8,-0.6,0.3,-0.4,-7.8,-1.9,2.9,7.0,0.2,0.5,2.7,6.4,0.9,1.2,0.2,1.2,1.5,6.4,0.9,0.0,1989,0,1,-9.216697
Olden Polynice,C,24,SEA,80,835,10.3,0.6,0.9,1.5,-1.2,0.2,1.1,2.3,0.0,0.0,1.1,2.2,0.6,1.1,1.2,1.4,2.6,0.3,0.5,0.4,1989,0,2,-10.267116999999999
Orlando Graham,PF,23,GSW,7,22,6.7,0.0,0.0,0.0,-16.4,-0.1,0.4,1.4,0.0,0.0,0.4,1.4,0.3,0.6,1.1,0.4,1.6,0.0,0.0,0.0,1989,0,1,-23.018062
Petur Gudmundsson,C,30,SAS,5,70,2.7,-0.2,0.1,-0.1,-9.6,-0.1,1.8,5.0,0.0,0.0,1.8,5.0,0.6,0.8,1.0,2.2,3.2,1.0,0.2,0.2,1989,0,2,-17.023974
Ralph Lewis,SG,25,CHH,42,336,10.8,-0.1,0.1,0.0,-4.4,-0.2,1.4,2.9,0.0,0.1,1.4,2.8,0.5,0.9,0.8,0.6,1.5,0.4,0.3,0.1,1989,0,2,-16.069322
Ramon Rivas,C,22,BOS,28,91,9.3,-0.1,0.1,0.0,-7.1,-0.1,0.4,1.1,0.0,0.0,0.4,1.1,0.6,0.9,0.3,0.5,0.9,0.1,0.1,0.0,1989,0,1,-20.556645
Randolph Keys,SF,22,CLE,42,331,11.5,-0.2,0.5,0.3,-5.5,-0.3,1.8,4.1,0.0,0.2,1.7,3.9,0.5,0.7,0.5,0.8,1.3,0.5,0.3,0.1,1989,0,1,-15.35391
Randy Allen,SG,24,SAC,7,43,6.9,-0.1,0.0,0.0,-12.4,-0.1,1.1,2.7,0.0,0.1,1.1,2.6,0.1,0.3,0.4,0.6,1.0,0.0,0.1,0.1,1989,0,1,-21.903066
Ray Tolbert,PF,30,ATL,50,341,8.3,-0.4,0.5,0.0,-4.0,-0.2,0.8,1.9,0.0,0.0,0.8,1.9,0.5,0.7,0.6,1.1,1.8,0.3,0.3,0.3,1989,0,2,-16.483685
Reggie Lewis,SF,23,BOS,81,2657,17.6,4.4,2.4,6.9,1.3,2.2,7.5,15.3,0.0,0.3,7.4,15.1,3.5,4.5,1.4,3.2,4.7,2.7,1.5,0.9,1989,0,2,18.6113671
Reggie Miller,SG,23,IND,74,2536,15.7,5.2,1.3,6.5,2.3,2.8,5.4,11.2,1.3,3.3,4.1,7.9,3.9,4.6,1.0,3.0,3.9,3.1,1.3,0.4,1989,0,2,19.1600979
Reggie Williams,SF,24,LAC,63,1303,12.1,-0.6,1.0,0.4,-2.4,-0.1,4.1,9.4,0.5,1.7,3.7,7.8,1.5,1.9,1.1,1.7,2.8,1.6,1.3,0.5,1989,0,2,0.11034524
Rex Chapman,SG,21,CHH,75,2219,12.6,-0.7,0.4,-0.2,-3.2,-0.7,7.0,16.9,0.8,2.5,6.2,14.4,2.1,2.6,1.0,1.5,2.5,2.3,0.9,0.3,1989,0,1,6.95022458
Richard Morton,PG,22,IND,2,11,12.9,0.0,0.0,0.0,-9.4,0.0,1.5,2.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1989,0,1,-22.061885
Ricky Berry,SG,24,SAC,64,1406,13.1,1.6,0.8,2.4,-1.7,0.1,4.0,8.9,1.0,2.5,3.0,6.4,2.0,2.6,0.9,2.2,3.1,1.3,0.6,0.3,1989,0,1,2.9187606
Rik Smits,C,22,IND,82,2041,15.6,2.4,1.9,4.3,-0.4,0.8,4.7,9.1,0.0,0.0,4.7,9.1,2.2,3.1,2.3,3.8,6.1,0.9,0.5,1.8,1989,0,1,8.85064034
Rob Lock,PF,22,LAC,20,110,5.3,-0.3,0.1,-0.2,-9.4,-0.2,0.5,1.6,0.0,0.0,0.5,1.6,0.6,0.8,0.7,0.9,1.6,0.2,0.2,0.2,1989,0,1,-20.433578
Rob Rose,SG,24,LAC,2,3,5.0,0.0,0.0,0.0,-20.8,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1989,0,1,-26.237311
Rod Strickland,PG,22,NYK,81,1358,18.0,2.2,1.5,3.7,0.5,0.9,3.3,7.0,0.2,0.7,3.0,6.3,2.1,2.9,0.6,1.3,2.0,3.9,1.2,0.0,1989,0,1,1.93948749
Rolando Ferreira,C,24,POR,12,34,-7.6,-0.3,0.0,-0.2,-24.0,-0.2,0.1,1.5,0.0,0.0,0.1,1.5,0.6,0.7,0.3,0.8,1.1,0.1,0.0,0.1,1989,0,1,-27.229461999999998
Ron Cavenall,C,29,NJN,5,16,7.4,0.0,0.0,0.0,-10.4,0.0,0.4,0.6,0.0,0.0,0.4,0.6,0.4,1.0,0.0,0.4,0.4,0.0,0.0,0.4,1989,0,1,-22.818371
Ron Grandison,PF,24,BOS,72,528,10.1,0.3,0.3,0.6,-2.7,-0.1,0.8,2.0,0.0,0.1,0.8,1.8,0.8,1.1,0.7,0.6,1.3,0.6,0.3,0.0,1989,0,1,-14.711469000000001
Rony Seikaly,C,23,MIA,78,1962,10.8,-2.7,2.2,-0.5,-5.7,-1.8,4.3,9.5,0.0,0.1,4.3,9.5,2.3,4.5,2.6,4.4,7.0,0.7,0.6,1.2,1989,0,1,2.81677221
Scott Brooks,PG,23,PHI,82,1372,14.0,2.3,0.6,2.9,-1.4,0.2,1.9,4.5,0.7,1.9,1.2,2.7,0.7,0.8,0.2,0.9,1.1,3.7,0.8,0.0,1989,0,1,-3.6654294999999997
Scott Roth,SF,25,TOT,63,536,7.7,-0.4,0.5,0.1,-5.7,-0.5,0.9,2.7,0.0,0.3,0.9,2.4,1.0,1.4,0.3,0.7,1.0,0.9,0.4,0.1,1989,0,2,-15.667832
Scottie Pippen,SF,23,CHI,73,2413,14.9,0.7,3.3,4.0,1.4,2.1,5.7,11.9,0.3,1.1,5.4,10.8,2.8,4.1,1.9,4.2,6.1,3.5,1.9,0.8,1989,0,2,16.4060499
Sedric Toney,PG,26,IND,2,9,-14.9,-0.1,0.0,-0.1,-28.8,-0.1,0.5,2.5,0.0,1.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1989,0,2,-28.091126000000003
Shelton Jones,SF,22,TOT,51,682,10.4,-0.1,0.4,0.3,-4.1,-0.4,1.8,4.1,0.0,0.0,1.8,4.1,1.1,1.6,0.6,1.6,2.2,0.8,0.4,0.3,1989,0,1,-12.410592999999999
Sidney Lowe,SG,29,CHH,14,250,13.7,0.3,0.2,0.5,-4.0,-0.1,0.6,1.8,0.0,0.1,0.6,1.6,0.5,0.8,0.4,2.0,2.4,6.6,1.0,0.0,1989,0,1,-13.008778
Steve Alford,PG,24,TOT,66,906,11.9,0.7,0.7,1.4,-3.5,-0.3,2.2,4.9,0.3,0.8,1.9,4.1,0.8,0.9,0.2,0.9,1.1,1.4,0.7,0.0,1989,0,2,-9.609807400000001
Steve Kerr,PG,23,PHO,26,157,12.7,0.2,0.2,0.4,-0.4,0.1,0.8,1.8,0.3,0.7,0.5,1.1,0.2,0.3,0.1,0.5,0.7,0.9,0.3,0.0,1989,0,1,-16.503978
Sylvester Gray,SF,21,MIA,55,1220,11.2,-0.4,1.1,0.7,-2.1,0.0,3.0,7.2,0.0,0.1,3.0,7.2,1.9,2.8,2.1,3.1,5.2,2.1,0.7,0.5,1989,0,1,-2.0350314999999997
Tellis Frank,PF,23,GSW,32,245,9.4,-0.2,0.3,0.1,-5.1,-0.2,1.1,2.8,0.0,0.0,1.1,2.8,1.2,1.6,0.8,1.1,1.9,0.5,0.4,0.2,1989,0,2,-15.527385
Tim Perry,C,23,PHO,62,614,14.4,0.6,0.8,1.4,-0.6,0.2,1.7,3.2,0.0,0.1,1.7,3.2,0.6,1.0,1.0,1.1,2.1,0.3,0.3,0.5,1989,0,1,-10.386393
Tito Horford,C,23,MIL,25,112,3.6,-0.4,0.1,-0.3,-12.0,-0.3,0.6,1.8,0.0,0.0,0.6,1.8,0.5,0.8,0.4,0.5,0.9,0.1,0.0,0.3,1989,0,1,-22.009635
Todd Mitchell,SF,22,TOT,24,353,7.5,-0.4,0.3,-0.1,-5.5,-0.3,1.8,4.0,0.0,0.0,1.8,4.0,1.5,2.7,0.8,1.3,2.1,0.9,0.7,0.1,1989,0,1,-13.811257000000001
Tom Garrick,SG,22,LAC,71,1499,11.0,0.5,0.9,1.4,-3.1,-0.4,2.5,5.1,0.0,0.2,2.5,4.9,1.4,1.8,0.5,1.7,2.2,3.4,1.1,0.1,1989,0,1,-6.118735
Tom Tolbert,SF,23,CHH,14,117,10.0,0.1,0.1,0.1,-3.4,0.0,1.2,2.6,0.0,0.2,1.2,2.4,0.4,0.9,0.5,1.0,1.5,0.5,0.1,0.3,1989,0,1,-17.45485
Vernon Maxwell,SG,23,SAS,79,2065,12.1,0.1,1.4,1.5,-3.3,-0.7,4.5,10.5,0.4,1.6,4.1,8.8,2.3,3.1,0.6,1.9,2.6,3.8,1.1,0.1,1989,0,1,2.88942612
Vinny Del Negro,SG,22,SAC,80,1556,12.7,1.5,1.0,2.5,-1.8,0.1,3.0,6.3,0.1,0.3,2.9,6.0,1.1,1.3,0.6,1.5,2.1,2.6,0.8,0.2,1989,0,1,-4.0281892
Wayne Englestad,PF,22,DEN,11,50,12.4,0.0,0.1,0.0,-5.1,0.0,1.0,2.6,0.0,0.0,1.0,2.6,0.5,0.9,0.5,1.0,1.5,0.6,0.1,0.0,1989,0,1,-18.393942000000003
Will Perdue,C,23,CHI,30,190,7.2,-0.3,0.2,-0.1,-7.2,-0.3,1.0,2.4,0.0,0.0,1.0,2.4,0.3,0.5,0.6,0.9,1.5,0.4,0.1,0.2,1989,0,1,-19.048417999999998
Willie Anderson,SF,22,SAS,81,2738,16.6,2.1,2.8,4.9,1.5,2.4,7.9,15.9,0.0,0.3,7.9,15.6,2.8,3.6,1.9,3.3,5.1,4.6,1.9,0.8,1989,0,1,19.196925399999998
Winston Crite,SF,23,PHO,2,6,-20.3,-0.1,0.0,-0.1,-27.1,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1989,0,2,-31.500054
Winston Garland,PG,24,GSW,79,2661,14.7,1.9,2.6,4.5,0.0,1.4,5.9,13.6,0.1,0.5,5.8,13.1,2.6,3.2,1.3,2.9,4.2,6.4,2.2,0.2,1989,0,2,14.2135745
Adrian Caldwell,PF,23,HOU,51,331,9.5,-0.3,0.7,0.4,-4.3,-0.2,0.8,1.5,0.0,0.0,0.8,1.5,0.3,0.5,0.7,1.4,2.1,0.1,0.2,0.4,1990,0,1,-16.082218
Alexander Volkov,C,25,ATL,72,937,11.9,1.0,0.4,1.4,-0.7,0.3,1.9,3.9,0.2,0.5,1.7,3.5,1.0,1.7,0.7,0.9,1.7,1.2,0.5,0.3,1990,0,1,-8.127073
Andrew Lang,C,23,PHO,74,1011,13.2,1.1,1.9,3.0,1.9,1.0,1.3,2.4,0.0,0.0,1.3,2.4,0.9,1.3,1.1,2.5,3.7,0.3,0.3,1.8,1990,0,2,-3.6283822
Anthony Bowie,SG,26,HOU,66,918,8.8,-0.6,1.3,0.7,-3.6,-0.4,1.8,4.4,0.1,0.3,1.7,4.1,0.6,0.8,0.5,1.2,1.8,1.5,0.6,0.1,1990,0,2,-11.279043
Anthony Mason,PF,23,NJN,21,108,6.9,-0.2,0.1,-0.1,-8.2,-0.2,0.7,1.9,0.0,0.0,0.7,1.9,0.4,0.7,0.5,1.1,1.6,0.3,0.1,0.1,1990,0,1,-20.315584
Armen Gilliam,PF,25,TOT,76,2426,16.6,2.3,2.3,4.5,-0.3,1.1,6.4,12.4,0.0,0.0,6.4,12.3,4.0,5.5,2.8,5.1,7.9,1.3,0.9,0.7,1990,0,3,16.1184734
Avery Johnson,PG,24,SEA,53,575,11.6,0.2,0.3,0.5,-4.7,-0.4,1.0,2.7,0.0,0.1,1.0,2.6,0.5,0.8,0.4,0.4,0.8,3.1,0.5,0.0,1990,0,2,-14.715532000000001
B.J. Armstrong,PG,22,CHI,81,1291,11.9,1.0,0.8,1.7,-4.8,-0.9,2.3,4.8,0.0,0.1,2.3,4.8,0.9,1.0,0.2,1.0,1.3,2.5,0.6,0.1,1990,0,1,-9.4573478
Blue Edwards,SF,24,UTA,82,1889,10.7,0.2,2.4,2.7,0.0,1.0,3.5,6.9,0.1,0.4,3.4,6.5,1.8,2.5,0.8,2.2,3.1,1.8,0.9,0.4,1990,0,1,0.7268168
Bob McCann,SF,25,DAL,10,62,12.4,0.0,0.1,0.1,-4.2,0.0,0.7,2.1,0.0,0.0,0.7,2.1,1.2,1.4,0.4,0.8,1.2,0.6,0.2,0.2,1990,0,1,-17.615185
Brad Lohaus,PF,25,TOT,80,1943,13.6,0.9,2.4,3.3,0.1,1.0,3.8,8.3,0.6,1.7,3.2,6.6,0.9,1.3,1.2,3.8,5.0,2.1,0.7,1.1,1990,0,3,6.7639097999999995
Brian Quinnett,SG,23,NYK,31,193,3.9,-0.2,0.1,-0.1,-7.1,-0.2,0.6,1.9,0.0,0.1,0.6,1.8,0.1,0.1,0.3,0.6,0.9,0.4,0.1,0.1,1990,0,1,-21.34092
Brian Rowsom,PF,24,CHH,44,559,13.6,0.5,0.5,1.0,-3.1,-0.1,1.8,4.1,0.0,0.0,1.8,4.0,1.5,1.9,1.0,2.0,3.0,0.5,0.4,0.3,1990,0,3,-10.002285
Byron Dinkins,PG,22,HOU,33,362,10.9,-0.2,0.5,0.3,-4.1,-0.2,1.3,3.3,0.0,0.3,1.3,3.0,0.8,0.9,0.4,0.8,1.2,2.3,0.6,0.1,1990,0,1,-14.41298
Byron Irvin,SG,23,POR,50,488,15.6,0.5,0.7,1.2,-0.2,0.2,1.9,4.1,0.1,0.3,1.8,3.8,1.2,1.8,0.6,0.9,1.5,0.9,0.6,0.0,1990,0,1,-9.598577699999998
Carlton McKinney,SG,25,LAC,7,104,0.6,-0.4,0.1,-0.3,-8.1,-0.2,1.1,4.6,0.0,0.1,1.1,4.4,0.3,0.6,0.6,1.1,1.7,1.0,0.9,0.1,1990,0,1,-18.839581
Charles Davis,SF,31,CHI,53,429,6.7,-0.5,0.3,-0.2,-8.1,-0.7,1.1,3.0,0.1,0.5,1.0,2.5,0.1,0.2,0.5,1.1,1.5,0.3,0.2,0.2,1990,0,3,-17.684279
Charles Shackleford,C,23,NJN,70,1557,12.3,-0.3,1.7,1.5,-3.5,-0.6,3.5,7.6,0.0,0.0,3.5,7.6,1.1,1.6,2.6,4.3,6.8,0.8,0.6,0.5,1990,0,2,-0.1978155
Charles Smith,PF,24,LAC,78,2732,19.5,6.3,3.1,9.4,1.6,2.5,7.6,14.7,0.0,0.2,7.6,14.5,5.8,7.3,2.3,4.4,6.7,1.5,1.1,1.5,1990,0,2,26.5779837
Chris Dudley,PF,24,TOT,64,1356,9.5,-1.8,1.9,0.2,-4.0,-0.7,2.3,5.5,0.0,0.0,2.3,5.5,0.9,2.8,2.7,3.9,6.6,0.6,0.6,1.1,1990,0,3,-2.7302937000000003
Chris Morris,SF,24,NJN,80,2449,14.8,0.5,2.6,3.2,0.8,1.8,5.6,13.3,0.8,2.4,4.9,10.9,2.9,4.0,2.4,2.9,5.3,1.8,1.6,1.0,1990,0,2,17.7479266
Chris Welp,C,26,TOT,27,198,6.3,-0.2,0.2,0.0,-5.8,-0.2,0.9,2.3,0.0,0.0,0.9,2.3,0.7,0.9,0.7,1.1,1.8,0.3,0.2,0.3,1990,0,3,-18.029604
Chucky Brown,SF,21,CLE,75,1339,11.9,0.9,1.3,2.2,-3.8,-0.6,2.8,6.0,0.0,0.1,2.8,5.9,1.7,2.2,1.1,2.0,3.1,0.7,0.4,0.3,1990,0,1,-5.4272338
Clifford Lett,PG,24,CHI,4,28,-9.0,-0.1,0.0,-0.1,-17.6,-0.1,0.5,2.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1990,0,1,-28.885513
Clifford Robinson,PF,23,POR,82,1565,9.3,-2.0,2.4,0.3,-4.7,-1.1,3.6,9.2,0.1,0.5,3.5,8.6,1.7,3.1,1.3,2.4,3.8,0.9,0.6,0.6,1990,0,1,-2.1028607000000004
Corey Gaines,SG,24,PHI,9,81,6.2,-0.1,0.1,-0.1,-9.9,-0.2,0.4,1.3,0.1,0.2,0.3,1.1,0.1,0.4,0.1,0.4,0.6,2.9,0.4,0.0,1990,0,2,-21.283762
Dan Majerle,SG,24,PHO,73,2244,13.5,2.6,2.9,5.5,2.4,2.5,4.1,9.6,0.3,1.1,3.8,8.5,2.7,3.6,2.0,3.9,5.9,2.6,1.4,0.4,1990,0,2,13.2657513
Dana Barros,PG,22,SEA,81,1630,12.8,1.1,0.7,1.8,-2.1,0.0,3.7,9.1,1.2,2.9,2.5,6.2,1.1,1.4,0.4,1.2,1.6,2.5,0.7,0.0,1990,0,1,1.42248549
Danny Manning,PF,23,LAC,71,2269,16.3,2.9,2.4,5.3,1.4,1.9,6.2,11.6,0.0,0.1,6.2,11.6,3.9,5.2,2.0,3.9,5.9,2.6,1.3,0.5,1990,0,2,15.2631355
Dave Hoppen,C,25,CHH,10,135,7.7,-0.1,0.1,0.0,-4.9,-0.1,1.6,4.1,0.0,0.0,1.6,4.1,0.8,1.0,1.9,1.7,3.6,0.6,0.2,0.1,1990,0,3,-14.761854999999999
David Rivers,PG,25,LAC,52,724,9.9,-0.8,0.6,-0.2,-5.2,-0.6,1.5,3.8,0.0,0.1,1.5,3.7,1.1,1.5,0.6,1.1,1.6,3.0,0.6,0.0,1990,0,2,-12.907058000000001
David Robinson,C,24,SAS,82,3002,26.3,7.9,7.2,15.1,6.5,6.4,8.4,15.9,0.0,0.0,8.4,15.8,7.5,10.2,3.7,8.3,12.0,2.0,1.7,3.9,1990,1,1,51.6411114
Delaney Rudd,PG,27,UTA,77,850,8.6,-0.6,0.7,0.1,-5.9,-0.8,1.4,3.4,0.2,0.7,1.2,2.6,0.5,0.7,0.2,0.6,0.7,2.3,0.3,0.0,1990,0,1,-13.982888
Dennis Hopson,SG,24,NJN,79,2551,13.6,1.3,1.9,3.1,-1.2,0.5,6.0,13.8,0.4,1.3,5.6,12.6,3.4,4.3,1.4,2.1,3.5,1.9,1.3,0.6,1990,0,3,11.6976667
Derrick Chievous,SF,22,TOT,55,591,13.3,0.4,0.8,1.2,-3.2,-0.2,1.9,4.0,0.1,0.2,1.9,3.8,1.5,2.0,0.6,1.0,1.6,0.6,0.5,0.1,1990,0,2,-10.445312
Derrick Gervin,PF,26,NJN,21,339,22.9,0.9,0.4,1.3,-1.2,0.1,4.4,9.4,0.0,0.1,4.4,9.2,3.1,4.2,1.4,1.7,3.1,0.4,1.0,0.3,1990,0,1,-0.7672797
Derrick McKey,SF,23,SEA,80,2748,15.6,4.0,2.3,6.3,2.0,2.8,5.9,11.9,0.0,0.3,5.8,11.6,3.9,5.0,2.1,4.0,6.1,2.3,1.1,1.0,1990,0,3,17.7961644
Dexter Shouse,PG,26,PHI,3,18,-6.8,-0.1,0.0,-0.1,-15.0,-0.1,0.0,1.3,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.3,1990,0,1,-27.120853000000004
Donald Royal,SF,23,MIN,66,746,15.2,0.6,0.7,1.3,-2.7,-0.1,1.8,3.9,0.0,0.0,1.8,3.8,2.3,3.0,1.0,1.0,2.1,0.7,0.5,0.1,1990,0,1,-8.2150689
