Player,Pos,Age,Team,G,MP,PER,OWS,DWS,WS,BPM,VORP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,Year,Allstar,Years_In_NBA,PR
Alex Caruso,PG,23,LAL,37,562,8.7,-0.1,0.6,0.5,-2.9,-0.1,1.4,3.1,0.4,1.2,1.0,2.0,0.6,0.8,0.4,1.4,1.8,2.0,0.6,0.3,2018,0,1,-11.078104
Alex Len,C,24,PHO,69,1395,19.4,3.2,1.3,4.5,0.8,1.0,3.1,5.5,0.0,0.0,3.1,5.4,2.3,3.3,2.5,5.0,7.5,1.2,0.4,0.9,2018,0,5,10.8654538
Alex Poythress,PF,24,IND,25,104,7.8,0.1,0.1,0.1,-4.0,-0.1,0.4,1.0,0.2,0.4,0.3,0.6,0.0,0.0,0.3,0.4,0.7,0.1,0.1,0.0,2018,0,2,-20.366833
Alfonzo McKinnie,SF,25,TOR,14,53,10.1,0.0,0.1,0.1,-3.1,0.0,0.6,1.1,0.2,0.6,0.4,0.4,0.1,0.2,0.1,0.4,0.5,0.1,0.1,0.1,2018,0,1,-20.069464
Allen Crabbe,SG,25,BRK,75,2197,12.3,1.8,1.4,3.2,-0.8,0.7,4.5,11.0,2.7,7.1,1.8,3.9,1.5,1.8,0.4,3.9,4.3,1.6,0.6,0.5,2018,0,5,10.402274
Amir Johnson,C,30,PHI,74,1171,14.8,2.1,2.0,4.1,2.9,1.5,1.9,3.5,0.1,0.4,1.8,3.1,0.7,1.1,1.7,2.8,4.5,1.6,0.6,0.6,2018,0,13,2.53589688
Andre Drummond,C,24,DET,78,2625,22.9,4.6,5.7,10.3,5.5,5.0,6.0,11.3,0.0,0.1,6.0,11.2,3.1,5.1,5.1,10.9,16.0,3.0,1.5,1.6,2018,1,6,47.5014874
Andre Iguodala,SF,34,GSW,64,1622,11.2,1.6,1.6,3.2,0.2,0.9,2.3,5.0,0.5,1.8,1.8,3.2,0.9,1.4,0.8,3.1,3.8,3.3,0.8,0.6,2018,0,14,2.55462456
Andre Ingram,SG,32,LAL,2,64,16.3,0.1,0.1,0.2,1.3,0.1,4.0,8.5,2.5,4.5,1.5,4.0,1.5,1.5,0.5,2.5,3.0,3.5,1.5,1.5,2018,0,1,4.27422616
Andre Roberson,SG,26,OKC,39,1037,10.9,0.8,1.3,2.2,1.5,0.9,2.2,4.2,0.2,0.9,2.0,3.2,0.3,1.0,1.9,2.8,4.7,1.2,1.2,0.9,2018,0,5,0.59392871
Andrew Bogut,C,33,LAL,23,216,10.9,0.1,0.3,0.4,0.0,0.1,0.7,1.1,0.0,0.0,0.7,1.1,0.1,0.1,1.1,2.3,3.4,0.7,0.2,0.6,2018,0,13,-13.222055
Andrew Harrison,PG,23,MEM,56,1326,12.7,1.0,0.7,1.7,-2.5,-0.2,3.2,7.7,0.8,2.5,2.4,5.1,2.2,2.8,0.4,1.9,2.3,3.2,0.7,0.5,2018,0,2,1.24252273
Andrew White,SF,24,ATL,15,209,5.8,-0.2,0.1,-0.1,-7.1,-0.3,1.7,4.9,1.2,3.3,0.5,1.6,0.1,0.3,0.3,2.0,2.3,0.4,0.2,0.1,2018,0,1,-14.717896
Andrew Wiggins,SF,22,MIN,82,2979,13.0,0.5,1.6,2.1,-2.5,-0.4,6.9,15.9,1.4,4.1,5.6,11.7,2.5,3.8,1.0,3.4,4.4,2.0,1.1,0.6,2018,0,4,17.4384171
Ante Zizic,C,21,CLE,32,214,24.2,0.9,0.2,1.0,0.1,0.1,1.5,2.1,0.0,0.0,1.5,2.1,0.7,0.9,0.8,1.1,1.9,0.2,0.1,0.4,2018,0,1,-11.203005000000001
Anthony Brown,SF,25,MIN,1,4,41.9,0.0,0.0,0.0,2.1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,0,3,-15.948623000000001
Anthony Davis,PF,24,NOP,75,2727,28.9,8.8,4.9,13.7,5.2,4.9,10.4,19.5,0.7,2.2,9.7,17.3,6.6,8.0,2.5,8.6,11.1,2.3,1.5,2.6,2018,1,6,60.425379299999996
Anthony Tolliver,PF,32,DET,79,1757,13.9,3.8,1.5,5.3,1.5,1.5,2.8,6.0,2.0,4.6,0.8,1.4,1.3,1.7,0.6,2.4,3.1,1.1,0.4,0.3,2018,0,10,5.32459471
Antonio Blakeney,SG,21,CHI,19,314,10.1,-0.2,0.1,0.0,-6.8,-0.4,2.8,7.5,0.8,2.7,2.0,4.8,1.6,2.1,0.2,1.5,1.7,1.1,0.4,0.1,2018,0,1,-9.3228189
Antonius Cleveland,SG,23,TOT,17,123,4.5,-0.2,0.2,0.0,-4.5,-0.1,0.5,1.2,0.2,0.2,0.3,1.0,0.2,0.4,0.2,0.6,0.8,0.1,0.4,0.3,2018,0,1,-19.206270999999997
Aron Baynes,C,31,BOS,81,1485,12.1,0.5,2.5,3.0,-1.7,0.1,2.6,5.5,0.0,0.3,2.6,5.2,0.7,1.0,1.6,3.8,5.4,1.1,0.3,0.6,2018,0,6,1.59076894
Arron Afflalo,SG,32,ORL,53,682,5.8,-0.1,0.2,0.1,-5.8,-0.7,1.2,3.1,0.5,1.3,0.7,1.7,0.4,0.5,0.1,1.2,1.2,0.6,0.1,0.2,2018,0,11,-15.673844
Austin Rivers,SG,25,LAC,61,2057,12.6,1.4,1.0,2.4,-0.9,0.6,5.6,13.2,2.2,5.9,3.4,7.3,1.7,2.6,0.4,1.9,2.4,4.0,1.2,0.3,2018,0,6,11.5236028
Avery Bradley,SG,27,TOT,46,1433,9.6,-1.4,1.2,-0.2,-4.2,-0.8,5.6,13.6,1.6,4.4,4.0,9.2,1.4,1.8,0.5,2.0,2.5,2.0,1.1,0.2,2018,0,8,3.31940618
Bam Adebayo,C,20,MIA,69,1368,15.7,2.3,1.9,4.2,0.2,0.8,2.5,4.9,0.0,0.1,2.5,4.8,1.9,2.6,1.7,3.8,5.5,1.5,0.5,0.6,2018,0,1,5.52219562
Ben McLemore,SG,24,MEM,56,1091,9.7,-0.2,0.7,0.5,-3.6,-0.4,2.8,6.7,1.0,2.8,1.8,3.8,0.9,1.1,0.6,1.9,2.5,0.9,0.7,0.3,2018,0,5,-5.1382255
Ben Moore,PF,22,IND,2,9,-2.3,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,2018,0,1,-24.374306
Ben Simmons,PG,21,PHI,81,2732,20.0,4.2,5.0,9.2,4.6,4.6,6.7,12.3,0.0,0.1,6.7,12.2,2.4,4.2,1.8,6.3,8.1,8.2,1.7,0.9,2018,0,1,37.1440361
Bismack Biyombo,C,25,ORL,82,1495,14.1,1.1,1.8,2.9,-1.6,0.2,2.2,4.3,0.0,0.0,2.2,4.3,1.2,1.9,1.8,4.0,5.7,0.8,0.3,1.2,2018,0,7,3.34756663
Blake Griffin,PF,28,TOT,58,1970,19.6,3.2,1.8,4.9,2.8,2.4,7.5,17.2,1.9,5.6,5.6,11.6,4.5,5.7,1.3,6.1,7.4,5.8,0.7,0.3,2018,0,8,30.2736373
Boban Marjanovic,C,29,TOT,39,337,26.0,1.0,0.5,1.5,-0.6,0.1,2.0,3.8,0.0,0.0,2.0,3.8,2.0,2.5,1.2,2.5,3.7,0.6,0.3,0.3,2018,0,3,-4.267210400000001
Bobby Brown,PG,33,HOU,20,115,5.5,-0.3,0.1,-0.2,-9.3,-0.2,1.0,2.9,0.6,2.0,0.4,0.9,0.1,0.1,0.0,0.4,0.4,0.6,0.2,0.0,2018,0,4,-19.826553
Bobby Portis,PF,22,CHI,73,1643,19.7,2.0,1.5,3.5,0.3,1.0,5.2,11.1,1.1,3.1,4.1,8.1,1.6,2.1,2.2,4.6,6.8,1.7,0.7,0.3,2018,0,3,14.119903599999999
Bogdan Bogdanovic,SG,25,SAC,78,2175,13.5,1.8,1.1,2.9,-1.0,0.6,4.4,9.9,1.7,4.2,2.8,5.7,1.3,1.5,0.4,2.5,2.9,3.3,0.9,0.2,2018,0,1,7.4538908
Bojan Bogdanovic,SF,28,IND,80,2464,13.9,3.8,1.6,5.4,-0.7,0.8,5.1,10.7,1.9,4.8,3.1,5.8,2.2,2.6,0.4,3.0,3.4,1.5,0.7,0.1,2018,0,4,11.9491061
Bradley Beal,SG,24,WAS,82,2977,18.4,4.4,2.5,6.9,1.7,2.7,8.3,18.1,2.4,6.5,5.9,11.6,3.6,4.5,0.7,3.7,4.4,4.5,1.2,0.4,2018,1,6,31.8645585
Brandan Wright,PF,30,TOT,28,381,19.0,0.8,0.5,1.3,0.9,0.3,2.1,3.6,0.0,0.0,2.1,3.6,0.8,1.2,1.2,2.2,3.4,0.5,0.5,0.9,2018,0,10,-5.3031758
Brandon Ingram,SF,20,LAL,59,1975,13.8,1.0,1.8,2.8,-1.3,0.4,6.1,12.9,0.7,1.8,5.4,11.1,3.3,4.8,1.0,4.4,5.3,3.9,0.8,0.7,2018,0,2,16.6038209
Brandon Jennings,PG,28,MIL,14,205,12.7,0.0,0.1,0.1,-3.8,-0.1,1.9,5.1,0.6,2.4,1.3,2.8,0.7,0.7,0.4,1.9,2.2,3.1,0.4,0.3,2018,0,9,-10.021461
Brandon Paul,SG,26,SAS,64,576,7.5,-0.3,0.8,0.5,-2.8,-0.1,0.9,2.0,0.2,0.8,0.6,1.1,0.3,0.7,0.1,1.0,1.1,0.6,0.4,0.1,2018,0,1,-14.542145999999999
Briante Weber,PG,25,TOT,18,237,10.1,0.0,0.4,0.4,-0.4,0.1,1.1,2.4,0.2,0.6,0.8,1.8,0.4,0.6,0.4,1.5,1.9,1.2,1.0,0.3,2018,0,3,-12.344928999999999
Brice Johnson,PF,23,TOT,18,98,18.2,0.0,0.2,0.2,-2.8,0.0,1.1,2.3,0.0,0.1,1.1,2.3,0.2,0.3,0.5,1.2,1.7,0.1,0.5,0.3,2018,0,2,-14.755846
Brook Lopez,C,29,LAL,74,1735,16.4,1.9,1.9,3.8,0.5,1.1,5.0,10.7,1.5,4.4,3.5,6.3,1.5,2.1,1.0,3.0,4.0,1.7,0.4,1.3,2018,0,10,12.6531825
Bruno Caboclo,SF,22,TOT,12,107,7.7,-0.1,0.1,0.0,-4.9,-0.1,0.8,2.6,0.3,1.4,0.5,1.2,0.4,0.5,0.6,1.3,1.8,0.4,0.3,0.3,2018,0,4,-16.297857
Bryn Forbes,SG,24,SAS,80,1517,9.1,0.8,1.3,2.1,-3.1,-0.4,2.6,6.2,1.1,2.9,1.5,3.4,0.6,0.9,0.2,1.2,1.4,1.0,0.4,0.0,2018,0,2,-5.539624099999999
Buddy Hield,SG,24,SAC,80,2024,16.1,1.3,1.5,2.8,-0.2,0.9,5.2,11.7,2.2,5.1,3.0,6.6,0.9,1.0,0.7,3.2,3.8,1.9,1.1,0.3,2018,0,2,10.7468958
C.J. Miles,SF,30,TOR,70,1337,13.0,1.4,1.5,2.9,-0.5,0.5,3.2,8.6,2.3,6.5,0.9,2.1,1.2,1.4,0.3,1.9,2.2,0.8,0.5,0.3,2018,0,13,2.17259833
C.J. Williams,SG,27,LAC,38,707,9.5,0.3,0.5,0.7,-1.4,0.1,2.3,5.2,0.6,2.1,1.7,3.1,0.3,0.4,0.3,1.2,1.5,1.1,0.8,0.3,2018,0,1,-8.8057809
Caleb Swanigan,PF,20,POR,27,189,7.5,-0.3,0.3,0.0,-5.4,-0.2,0.9,2.2,0.0,0.3,0.9,1.9,0.4,0.7,0.6,1.4,2.0,0.5,0.2,0.1,2018,0,1,-16.703756
Cameron Payne,PG,23,CHI,25,582,14.0,0.3,0.4,0.8,-0.9,0.2,3.5,8.6,1.4,3.6,2.1,5.0,0.5,0.6,0.7,2.0,2.8,4.5,1.0,0.4,2018,0,3,-0.45764079999999996
Caris LeVert,SF,23,BRK,71,1864,14.3,0.7,1.6,2.3,-0.5,0.7,4.5,10.4,1.2,3.5,3.3,6.9,1.9,2.6,0.7,2.9,3.7,4.2,1.2,0.3,2018,0,2,10.1768058
Carmelo Anthony,PF,33,OKC,78,2501,12.7,1.2,2.5,3.7,-3.8,-1.1,6.1,15.0,2.2,6.1,3.9,8.9,1.9,2.5,0.9,4.9,5.8,1.3,0.6,0.6,2018,0,15,15.747713500000001
Cedi Osman,SF,22,CLE,61,672,11.0,0.5,0.4,0.9,-2.9,-0.2,1.5,3.0,0.5,1.4,1.0,1.6,0.4,0.8,0.3,1.7,2.0,0.7,0.4,0.0,2018,0,1,-11.516475
Chandler Parsons,SF,29,MEM,36,691,13.6,0.7,0.4,1.1,-1.2,0.1,3.0,6.5,1.4,3.4,1.6,3.1,0.5,0.8,0.4,2.1,2.5,1.9,0.5,0.3,2018,0,7,-4.6858835999999995
Channing Frye,C,34,TOT,53,695,13.1,0.9,0.6,1.5,-1.7,0.1,2.0,4.0,0.7,2.2,1.2,1.8,0.3,0.4,0.2,2.3,2.5,0.7,0.3,0.2,2018,0,12,-8.857236300000002
Charles Cooke,SG,23,NOP,13,38,-5.1,-0.2,0.0,-0.2,-14.6,-0.1,0.2,1.1,0.1,0.6,0.1,0.5,0.1,0.2,0.0,0.2,0.2,0.1,0.1,0.0,2018,0,1,-25.246441
Cheick Diallo,PF,21,NOP,52,581,17.0,1.1,0.8,1.9,-3.1,-0.2,2.0,3.4,0.0,0.0,2.0,3.4,1.0,1.3,0.9,3.2,4.1,0.4,0.2,0.4,2018,0,2,-6.4244567
Chinanu Onuaku,C,21,HOU,1,22,-3.2,-0.1,0.0,-0.1,-12.3,-0.1,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,2018,0,2,-16.740785
Chris Boucher,PF,25,GSW,1,1,-28.5,0.0,0.0,0.0,-59.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,0,1,-35.520169
Chris McCullough,PF,22,WAS,19,90,15.8,0.1,0.1,0.2,-5.7,-0.1,0.9,2.2,0.1,0.4,0.9,1.8,0.5,0.7,0.4,0.9,1.3,0.2,0.0,0.3,2018,0,3,-16.761110000000002
Chris Paul,PG,32,HOU,58,1847,24.4,7.5,2.7,10.2,7.1,4.3,6.3,13.8,2.5,6.5,3.8,7.2,3.5,3.8,0.6,4.8,5.4,7.9,1.7,0.2,2018,0,13,34.262865500000004
CJ McCollum,SG,26,POR,81,2923,17.0,3.7,2.9,6.6,0.4,1.8,8.2,18.6,2.3,5.9,5.9,12.7,2.6,3.1,0.7,3.3,4.0,3.4,1.0,0.4,2018,0,4,27.3677546
Clint Capela,C,23,HOU,74,2034,24.5,6.2,4.1,10.2,3.0,2.6,6.0,9.1,0.0,0.0,6.0,9.1,1.9,3.5,3.3,7.6,10.8,0.9,0.8,1.9,2018,0,4,32.2323605
Cody Zeller,C,25,CHO,33,627,15.9,1.2,0.7,1.9,0.7,0.4,2.6,4.7,0.1,0.1,2.5,4.6,1.8,2.6,2.0,3.3,5.4,0.9,0.4,0.6,2018,0,5,0.09834859
Cole Aldrich,C,29,MIN,21,49,6.0,-0.1,0.1,0.0,-6.9,-0.1,0.2,0.7,0.0,0.0,0.2,0.7,0.1,0.3,0.1,0.6,0.7,0.1,0.1,0.0,2018,0,8,-21.938681
Corey Brewer,SF-SG,31,TOT,72,1208,11.2,0.7,1.6,2.3,-0.6,0.4,2.0,4.4,0.4,1.5,1.5,2.9,0.9,1.3,0.6,1.5,2.1,0.9,1.1,0.2,2018,0,11,-3.4505071000000003
Cory Joseph,PG,26,IND,82,2210,11.0,1.2,2.0,3.1,-1.2,0.5,3.1,7.4,0.8,2.3,2.3,5.0,0.9,1.1,0.5,2.7,3.2,3.2,1.0,0.2,2018,0,7,4.0833863
Courtney Lee,SG,32,NYK,76,2310,13.0,2.7,1.2,3.9,0.0,1.2,4.5,9.9,1.5,3.7,3.0,6.3,1.5,1.6,0.4,2.6,2.9,2.4,1.1,0.2,2018,0,10,9.11684361
Cristiano Felicio,C,25,CHI,55,977,12.5,1.2,0.5,1.7,-2.4,-0.1,2.3,3.9,0.0,0.0,2.3,3.9,1.0,1.5,1.5,2.7,4.2,1.0,0.3,0.2,2018,0,3,-5.1171292
D.J. Augustin,PG,30,ORL,75,1760,15.4,3.3,0.8,4.1,-0.9,0.5,3.3,7.2,1.5,3.6,1.7,3.6,2.2,2.5,0.4,1.7,2.1,3.8,0.7,0.0,2018,0,10,4.96075667
D.J. Wilson,PF,21,MIL,22,71,10.3,0.0,0.1,0.1,-4.1,0.0,0.4,0.7,0.1,0.2,0.3,0.5,0.0,0.1,0.1,0.4,0.5,0.1,0.1,0.0,2018,0,1,-20.832911
D'Angelo Russell,PG,21,BRK,48,1234,15.2,-0.5,0.9,0.4,-0.4,0.5,5.8,14.0,1.9,5.8,3.9,8.2,2.0,2.7,0.6,3.3,3.9,5.2,0.8,0.4,2018,0,3,10.9594633
Dakari Johnson,C,22,OKC,31,161,16.4,0.4,0.2,0.6,0.3,0.1,0.7,1.3,0.0,0.0,0.7,1.3,0.4,0.6,0.5,0.6,1.1,0.3,0.2,0.3,2018,0,1,-15.229496
Damian Jones,C,22,GSW,15,89,6.8,0.0,0.1,0.1,-6.6,-0.1,0.7,1.5,0.0,0.0,0.7,1.5,0.2,0.3,0.3,0.6,0.9,0.1,0.1,0.2,2018,0,2,-19.994311
Damian Lillard,PG,27,POR,73,2670,25.2,9.9,2.7,12.6,6.7,5.9,8.5,19.4,3.1,8.6,5.4,10.8,6.8,7.4,0.8,3.6,4.5,6.6,1.1,0.4,2018,1,6,47.818827299999995
Damien Wilkins,SF,38,IND,19,152,4.9,-0.1,0.1,-0.1,-6.5,-0.2,0.7,2.1,0.2,0.9,0.5,1.1,0.2,0.2,0.3,0.6,0.8,0.5,0.1,0.1,2018,0,10,-19.719535
Damion Lee,SG,25,ATL,15,404,12.0,0.0,0.4,0.4,-2.1,0.0,4.1,10.1,1.0,4.0,3.1,6.1,1.5,1.9,0.7,4.0,4.7,1.9,1.3,0.1,2018,0,1,1.1674416
Damyean Dotson,SG,23,NYK,44,474,11.6,0.3,0.3,0.6,-3.1,-0.1,1.6,3.7,0.5,1.5,1.1,2.1,0.4,0.5,0.2,1.7,1.9,0.7,0.3,0.0,2018,0,1,-12.701281
Daniel Hamilton,SG,22,OKC,6,28,18.2,0.1,0.0,0.1,-1.6,0.0,0.8,1.8,0.3,0.8,0.5,1.0,0.0,0.0,0.0,0.8,0.8,1.3,0.2,0.0,2018,0,1,-17.884283
Daniel Theis,C,25,BOS,63,936,16.1,1.6,1.9,3.5,2.6,1.1,2.0,3.7,0.3,0.9,1.7,2.8,1.0,1.3,1.4,2.9,4.3,0.9,0.5,0.8,2018,0,1,1.30631787
Danilo Gallinari,SF,29,LAC,21,671,13.8,0.8,0.4,1.2,-1.4,0.1,4.9,12.2,1.7,5.3,3.1,6.9,3.9,4.1,0.4,4.4,4.8,2.0,0.6,0.5,2018,0,9,8.06132167
Danny Green,SG,30,SAS,70,1791,11.4,0.1,2.9,2.9,1.2,1.4,3.1,8.0,1.7,4.6,1.4,3.4,0.7,0.9,0.6,3.0,3.6,1.6,0.9,1.1,2018,0,9,7.26082507
Dante Cunningham,SF,30,TOT,73,1562,10.0,1.1,1.3,2.4,-1.4,0.2,2.2,5.0,0.8,2.3,1.5,2.7,0.4,0.7,1.1,3.0,4.1,0.7,0.5,0.4,2018,0,9,-1.8027905
Dante Exum,PG,22,UTA,14,235,16.7,0.3,0.3,0.7,-1.2,0.0,3.0,6.2,0.4,1.3,2.6,4.9,1.8,2.2,0.3,1.6,1.9,3.1,0.6,0.2,2018,0,3,-5.523823
Danuel House,SG,24,PHO,23,403,12.4,0.4,0.1,0.6,-2.7,-0.1,2.4,5.6,0.7,2.5,1.8,3.1,1.1,1.3,0.6,2.7,3.3,1.1,0.3,0.3,2018,0,2,-7.548016199999999
Dario Saric,PF,23,PHI,78,2310,15.8,3.8,2.8,6.6,1.4,2.0,5.2,11.4,2.0,5.1,3.2,6.3,2.3,2.7,2.0,4.7,6.7,2.6,0.7,0.3,2018,0,2,21.2570755
Darius Miller,SF,27,NOP,82,1944,9.3,2.1,0.9,3.0,-1.0,0.5,2.6,5.9,1.8,4.4,0.8,1.6,0.7,0.8,0.2,1.8,2.0,1.4,0.3,0.2,2018,0,4,-1.4942723999999998
Darrell Arthur,PF,29,DEN,19,141,8.4,-0.2,0.1,0.0,-4.5,-0.1,1.2,2.5,0.4,1.2,0.7,1.3,0.1,0.2,0.2,0.6,0.8,0.5,0.4,0.2,2018,0,9,-17.319561
Darren Collison,PG,30,IND,69,2018,18.8,5.8,1.8,7.6,2.2,2.1,4.6,9.2,1.4,3.0,3.2,6.3,1.8,2.1,0.5,2.0,2.6,5.3,1.3,0.2,2018,0,9,15.750578899999999
Darrun Hilliard,SG,24,SAS,14,95,3.4,-0.1,0.1,0.0,-7.5,-0.1,0.4,1.4,0.0,0.4,0.4,0.9,0.4,0.5,0.0,0.5,0.5,0.8,0.1,0.0,2018,0,3,-21.422241
David Nwaba,SG,25,CHI,70,1646,12.2,1.1,1.4,2.4,-1.6,0.1,2.9,6.0,0.3,0.7,2.6,5.3,1.9,2.9,1.3,3.4,4.7,1.5,0.8,0.4,2018,0,2,3.42379725
David Stockton,PG,26,UTA,3,9,33.9,0.1,0.0,0.1,6.7,0.0,0.7,1.0,0.7,1.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2018,0,2,-15.16865
David West,C,37,GSW,73,999,20.9,1.8,1.7,3.5,3.0,1.3,3.0,5.2,0.0,0.1,2.9,5.1,0.8,1.1,0.9,2.4,3.3,1.9,0.6,1.0,2018,0,15,3.50027503
Davis Bertans,PF,25,SAS,77,1086,14.1,1.6,1.4,3.1,1.0,0.8,2.1,4.8,1.2,3.3,0.9,1.5,0.5,0.6,0.2,1.8,2.0,1.0,0.3,0.4,2018,0,2,-3.0665321
Davon Reed,SG,22,PHO,21,242,4.8,-0.5,0.2,-0.3,-6.7,-0.3,1.0,3.6,0.5,1.8,0.5,1.8,0.4,0.6,0.1,1.8,1.9,0.6,0.5,0.1,2018,0,1,-16.146091000000002
De'Aaron Fox,PG,20,SAC,73,2026,11.2,-1.7,1.1,-0.6,-4.4,-1.2,4.5,10.9,0.6,2.1,3.8,8.8,1.9,2.7,0.5,2.3,2.8,4.4,1.0,0.3,2018,0,1,3.37337194
DeAndre Jordan,C,29,LAC,77,2424,20.2,6.0,3.4,9.4,2.1,2.5,4.8,7.5,0.0,0.0,4.8,7.5,2.4,4.1,4.3,10.9,15.2,1.5,0.5,0.9,2018,0,10,31.814413899999998
DeAndre Liggins,SG,29,TOT,58,724,6.0,-0.2,0.7,0.5,-2.2,0.0,0.7,1.8,0.3,0.9,0.4,0.9,0.0,0.1,0.1,1.2,1.3,0.8,0.6,0.2,2018,0,5,-14.354794
DeAndre' Bembry,SF,23,ATL,26,455,7.6,-0.9,0.5,-0.4,-4.4,-0.3,2.0,4.9,0.4,1.2,1.6,3.8,0.7,1.3,0.3,2.5,2.8,1.9,0.8,0.5,2018,0,2,-9.2449177
Dejounte Murray,PG,21,SAS,81,1743,15.1,-0.2,3.4,3.2,1.2,1.4,3.3,7.5,0.1,0.4,3.2,7.1,1.3,1.8,1.4,4.3,5.7,2.9,1.2,0.4,2018,0,2,9.83325285
Delon Wright,PG,25,TOR,69,1433,16.5,2.5,2.1,4.5,2.8,1.7,2.9,6.3,0.8,2.2,2.1,4.0,1.4,1.7,0.7,2.2,2.9,2.9,1.0,0.5,2018,0,3,6.71563568
DeMar DeRozan,SG,28,TOR,80,2711,21.0,6.8,2.8,9.6,1.8,2.6,8.1,17.7,1.1,3.6,7.0,14.1,5.8,7.0,0.7,3.2,3.9,5.2,1.1,0.3,2018,1,9,35.157147200000004
DeMarcus Cousins,C,27,NOP,48,1737,22.6,1.5,3.2,4.7,5.5,3.3,8.5,18.0,2.2,6.1,6.3,11.9,6.1,8.2,2.2,10.7,12.9,5.4,1.6,1.6,2018,1,8,47.2787791
DeMarre Carroll,SF,31,BRK,73,2180,14.3,2.3,1.8,4.1,0.2,1.2,4.5,10.8,2.0,5.4,2.5,5.4,2.6,3.4,1.4,5.1,6.6,2.0,0.8,0.4,2018,0,9,16.4568499
Demetrius Jackson,PG,23,TOT,15,80,5.4,-0.2,0.1,-0.1,-5.5,-0.1,0.5,1.2,0.1,0.5,0.4,0.7,0.1,0.1,0.3,0.5,0.8,0.6,0.3,0.1,2018,0,2,-20.174675
Dennis Schroder,PG,24,ATL,67,2078,17.3,1.5,1.0,2.6,-0.7,0.7,7.5,17.1,1.1,3.9,6.3,13.2,3.4,4.0,0.7,2.4,3.1,6.2,1.1,0.1,2018,0,5,19.0786609
Dennis Smith,PG,20,DAL,69,2049,12.8,-2.4,1.7,-0.7,-2.3,-0.1,5.9,14.8,1.5,4.9,4.3,9.9,1.9,2.8,0.7,3.0,3.8,5.2,1.0,0.3,2018,0,1,11.060675999999999
Denzel Valentine,SG,24,CHI,77,2095,12.1,1.0,1.5,2.5,-0.5,0.8,3.9,9.4,1.9,4.8,2.1,4.6,0.5,0.7,0.6,4.5,5.1,3.2,0.8,0.1,2018,0,2,7.28022668
Derrick Favors,C,26,UTA,77,2153,18.8,4.5,3.5,8.0,2.7,2.5,5.1,9.1,0.2,0.8,4.9,8.3,1.8,2.8,2.6,4.6,7.2,1.3,0.7,1.1,2018,0,8,22.120278
Derrick Jones,SF,20,TOT,20,245,10.1,0.1,0.2,0.4,-2.0,0.0,1.1,2.7,0.2,0.9,0.9,1.8,0.8,1.2,1.1,0.9,1.9,0.5,0.2,0.7,2018,0,2,-12.328818
Derrick Rose,PG,29,TOT,25,420,11.5,-0.2,0.1,-0.2,-7.8,-0.6,3.2,7.4,0.3,1.2,3.0,6.2,1.6,1.8,0.5,0.9,1.4,1.5,0.3,0.2,2018,0,9,-9.404849800000001
Derrick Walton,PG,22,MIA,16,147,11.2,0.2,0.2,0.4,-0.5,0.1,0.5,1.6,0.4,1.1,0.1,0.5,0.4,0.4,0.1,0.9,1.0,1.0,0.4,0.2,2018,0,1,-16.213316
Derrick White,PG,23,SAS,17,139,15.9,0.3,0.2,0.5,0.5,0.1,0.9,1.9,0.5,0.8,0.5,1.2,0.8,1.2,0.3,1.2,1.5,0.5,0.2,0.2,2018,0,1,-13.997019
Derrick Williams,PF,26,LAL,2,9,-3.2,0.0,0.0,0.0,-18.1,0.0,0.5,2.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2018,0,7,-25.206557999999998
Devin Booker,SG,21,PHO,54,1865,18.1,1.9,0.6,2.4,0.4,1.2,8.4,19.5,2.7,7.1,5.7,12.4,5.4,6.1,0.5,4.0,4.5,4.7,0.9,0.3,2018,0,3,26.0438234
Devin Harris,PG,34,TOT,71,1340,13.0,1.6,0.9,2.5,-2.0,0.0,2.6,6.4,1.1,3.2,1.5,3.2,2.0,2.4,0.2,1.6,1.8,2.1,0.7,0.2,2018,0,14,-0.5149649000000001
Devin Robinson,SF,22,WAS,1,13,10.5,0.0,0.0,0.0,-8.2,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,2018,0,1,-12.942207000000002
Dewayne Dedmon,C,28,ATL,62,1542,15.8,1.8,1.9,3.7,0.5,1.0,4.0,7.7,0.8,2.3,3.2,5.4,1.1,1.4,1.6,6.3,7.9,1.5,0.6,0.8,2018,0,5,10.795313499999999
